Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10684218,2,"Saturday, March 30, 2013 14:42:30 UTC",60.9378,-147.6489,1.5,10.90,16,"Southern Alaska"
ci,11275610,2,"Saturday, March 30, 2013 14:27:26 UTC",33.8027,-116.0897,1.5,2.60,52,"Southern California"
nc,71963270,1,"Saturday, March 30, 2013 14:25:14 UTC",38.8003,-122.7725,1.4,1.30,24,"Northern California"
ak,10686917,2,"Saturday, March 30, 2013 14:20:51 UTC",65.8008,-142.7674,1.4,19.90, 8,"northern Alaska"
nn,00407903,1,"Saturday, March 30, 2013 14:00:44 UTC",38.0282,-118.0612,1.3,9.20,13,"Nevada"
ak,10686915,2,"Saturday, March 30, 2013 13:59:10 UTC",62.7431,-150.3490,1.3,86.60,11,"Central Alaska"
uw,60513217,2,"Saturday, March 30, 2013 13:51:24 UTC",47.6295,-121.9422,1.1,25.00,36,"Puget Sound region, Washington"
hv,60484471,2,"Saturday, March 30, 2013 13:46:19 UTC",19.4002,-155.2810,2.1,3.10,20,"Island of Hawaii, Hawaii"
ak,10686914,2,"Saturday, March 30, 2013 13:43:31 UTC",63.2428,-150.5653,1.2,117.80,12,"Central Alaska"
ak,10686913,2,"Saturday, March 30, 2013 13:37:47 UTC",52.1258,-175.0488,1.5,24.50, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10684204,2,"Saturday, March 30, 2013 13:18:36 UTC",60.8899,-146.0107,1.6,15.10,17,"Southern Alaska"
ci,11275562,2,"Saturday, March 30, 2013 13:10:18 UTC",34.0042,-117.1740,1.3,3.60,66,"Greater Los Angeles area, California"
ci,11275546,2,"Saturday, March 30, 2013 13:07:30 UTC",33.8032,-116.0895,1.2,3.20,50,"Southern California"
ak,10686911,2,"Saturday, March 30, 2013 13:04:57 UTC",62.7078,-151.2885,1.2,60.20,10,"Central Alaska"
nc,71963220,1,"Saturday, March 30, 2013 12:49:52 UTC",38.8087,-122.8122,1.9,1.50,31,"Northern California"
ci,11275530,2,"Saturday, March 30, 2013 12:45:33 UTC",33.4555,-116.5872,1.0,10.80,40,"Southern California"
nc,71963215,4,"Saturday, March 30, 2013 12:35:06 UTC",40.5963,-124.4748,2.3,25.30,20,"offshore Northern California"
ci,11275522,2,"Saturday, March 30, 2013 12:33:21 UTC",33.1678,-116.1107,1.4,9.10,60,"Southern California"
nc,71963210,3,"Saturday, March 30, 2013 12:31:19 UTC",37.1865,-118.1308,1.7,11.10,31,"Central California"
ci,11275506,2,"Saturday, March 30, 2013 12:26:33 UTC",35.9325,-117.6705,1.5,2.40,28,"Central California"
ci,11275498,2,"Saturday, March 30, 2013 12:04:08 UTC",33.8018,-116.0892,1.9,3.30,66,"Southern California"
pr,13089001,0,"Saturday, March 30, 2013 12:00:41 UTC",18.6343,-67.8281,3.0,83.00,13,"Dominican Republic region"
ak,10686909,2,"Saturday, March 30, 2013 11:48:51 UTC",52.6747,-169.7469,2.5,28.40, 8,"Fox Islands, Aleutian Islands, Alaska"
ak,10684183,2,"Saturday, March 30, 2013 11:47:29 UTC",61.5882,-150.8338,1.6,88.70,27,"Southern Alaska"
us,b000fwfb,6,"Saturday, March 30, 2013 11:41:43 UTC",11.5010,-87.0007,4.5,51.00,40,"near the coast of Nicaragua"
ak,10684180,2,"Saturday, March 30, 2013 11:39:55 UTC",53.4364,-164.8521,3.1,46.40,27,"Unimak Island region, Alaska"
ak,10686905,2,"Saturday, March 30, 2013 11:37:32 UTC",61.4978,-149.8857,1.0,36.10,10,"Southern Alaska"
nc,71963190,1,"Saturday, March 30, 2013 11:32:03 UTC",38.7957,-122.7733,1.8,4.00,33,"Northern California"
us,b000fwfc,3,"Saturday, March 30, 2013 11:28:04 UTC",43.7874,-70.5083,1.9,5.00, 7,"Maine"
ak,10684176,2,"Saturday, March 30, 2013 11:19:25 UTC",52.1345,-173.8677,2.0,13.00, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10684175,2,"Saturday, March 30, 2013 11:15:34 UTC",51.5665,-178.7564,2.7,10.20,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10686902,2,"Saturday, March 30, 2013 11:09:01 UTC",60.9958,-153.1632,2.0,94.60,12,"Southern Alaska"
nc,71963185,3,"Saturday, March 30, 2013 10:52:22 UTC",38.9873,-123.0698,1.4,5.00,27,"Northern California"
nc,71963180,2,"Saturday, March 30, 2013 10:48:13 UTC",41.2447,-122.1595,1.7,8.40,17,"Northern California"
ak,10686901,2,"Saturday, March 30, 2013 10:47:19 UTC",59.5135,-152.3630,1.9,76.30,11,"Southern Alaska"
uu,60017417,2,"Saturday, March 30, 2013 10:46:33 UTC",41.8045,-112.2022,1.0,6.10,18,"Utah"
ak,10686900,2,"Saturday, March 30, 2013 10:39:26 UTC",62.9296,-150.4382,1.1,93.00,12,"Central Alaska"
pr,13089000,0,"Saturday, March 30, 2013 10:35:48 UTC",18.3425,-65.9793,2.9,117.00,13,"Puerto Rico"
ci,11275490,2,"Saturday, March 30, 2013 10:34:53 UTC",35.6398,-117.4200,2.0,11.90,29,"Southern California"
mb,13438082,2,"Saturday, March 30, 2013 10:18:32 UTC",44.8285,-111.3560,1.0,5.90,23,"western Montana"
nc,71963165,3,"Saturday, March 30, 2013 10:02:16 UTC",38.5237,-122.3107,1.3,1.00,22,"Northern California"
ak,10686899,2,"Saturday, March 30, 2013 09:57:14 UTC",62.2189,-150.2887,1.1,41.90,13,"Central Alaska"
ci,11275474,2,"Saturday, March 30, 2013 09:55:00 UTC",34.0490,-116.4437,1.2,8.80,52,"Southern California"
ak,10686898,2,"Saturday, March 30, 2013 09:28:13 UTC",65.3562,-144.7880,1.2,1.80,10,"northern Alaska"
ak,10686897,2,"Saturday, March 30, 2013 09:22:32 UTC",61.3109,-151.1357,1.4,71.30,14,"Southern Alaska"
uu,60017407,2,"Saturday, March 30, 2013 09:20:00 UTC",39.4345,-111.2245,1.2,1.80, 8,"Utah"
ak,10686896,2,"Saturday, March 30, 2013 09:12:34 UTC",51.6844,-177.3621,1.2,27.10, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10686895,2,"Saturday, March 30, 2013 08:53:06 UTC",59.7714,-152.8289,1.8,94.60, 8,"Southern Alaska"
ak,10686894,2,"Saturday, March 30, 2013 08:43:40 UTC",61.2012,-150.9339,1.7,57.40,14,"Southern Alaska"
ak,10684163,2,"Saturday, March 30, 2013 08:26:41 UTC",62.1444,-149.7167,1.4,50.30,28,"Central Alaska"
ak,10686892,2,"Saturday, March 30, 2013 08:21:08 UTC",62.9605,-150.7335,1.1,98.20,18,"Central Alaska"
nn,00407897,1,"Saturday, March 30, 2013 07:59:23 UTC",38.8558,-118.5055,1.0,9.60, 7,"Nevada"
nc,71963125,0,"Saturday, March 30, 2013 07:56:53 UTC",38.5342,-122.3052,1.5,0.20, 9,"Northern California"
ak,10686890,2,"Saturday, March 30, 2013 07:55:28 UTC",61.9536,-150.4233,1.2,41.90,13,"Southern Alaska"
ci,11275450,2,"Saturday, March 30, 2013 07:52:16 UTC",33.5037,-116.4542,1.0,14.40,38,"Southern California"
ak,10686889,2,"Saturday, March 30, 2013 07:51:33 UTC",65.9024,-151.6640,1.7,27.30, 8,"northern Alaska"
uu,60017402,6,"Saturday, March 30, 2013 07:49:49 UTC",38.1453,-111.2735,1.7,7.90,22,"Utah"
ak,10686888,2,"Saturday, March 30, 2013 07:20:39 UTC",59.7670,-152.7367,2.0,93.00, 9,"Southern Alaska"
ci,11275434,2,"Saturday, March 30, 2013 07:04:37 UTC",33.1655,-115.6177,1.1,2.40,12,"Southern California"
ak,10686887,2,"Saturday, March 30, 2013 07:00:12 UTC",53.8429,-164.2400,2.1,54.50, 9,"Unimak Island region, Alaska"
ak,10684150,3,"Saturday, March 30, 2013 06:51:10 UTC",53.1382,-167.1026,2.4,25.60,16,"Fox Islands, Aleutian Islands, Alaska"
ak,10686885,2,"Saturday, March 30, 2013 06:40:41 UTC",62.1428,-147.4122,1.2,39.40,15,"Central Alaska"
ak,10684146,2,"Saturday, March 30, 2013 06:37:04 UTC",62.0738,-145.1387,1.4,17.00,16,"Central Alaska"
us,b000fwcz,H,"Saturday, March 30, 2013 06:23:56 UTC",-30.1451,-179.3219,4.3,298.80,39,"Kermadec Islands region"
nc,71963080,3,"Saturday, March 30, 2013 06:22:31 UTC",37.2482,-118.6518,1.3,7.40,35,"Central California"
ci,11275418,2,"Saturday, March 30, 2013 06:10:53 UTC",32.6275,-115.7105,1.2,8.10,12,"Baja California, Mexico"
nc,71963070,3,"Saturday, March 30, 2013 06:06:01 UTC",36.1895,-120.7608,2.2,8.40,89,"Central California"
ak,10684138,2,"Saturday, March 30, 2013 06:05:01 UTC",62.1849,-149.0351,1.5,41.00,23,"Central Alaska"
ak,10684136,2,"Saturday, March 30, 2013 06:03:35 UTC",60.3595,-151.7070,2.1,65.20,26,"Kenai Peninsula, Alaska"
ak,10686881,2,"Saturday, March 30, 2013 05:56:18 UTC",51.5953,-177.6853,1.5,15.20, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10684128,2,"Saturday, March 30, 2013 05:41:36 UTC",59.8952,-152.1960,2.2,77.50,23,"Southern Alaska"
ak,10684125,2,"Saturday, March 30, 2013 05:36:05 UTC",63.7023,-149.2939,1.9,10.50,32,"Central Alaska"
ak,10684120,2,"Saturday, March 30, 2013 05:32:09 UTC",63.7073,-149.3136,2.8,7.70,56,"Central Alaska"
us,b000fwcr,3,"Saturday, March 30, 2013 05:31:24 UTC",-20.3475,-177.9050,4.5,554.10,221,"Fiji region"
us,b000fwc4,8,"Saturday, March 30, 2013 05:11:33 UTC",37.4160,72.1461,4.0,201.80,33,"Tajikistan"
us,b000fwc0,8,"Saturday, March 30, 2013 05:03:43 UTC",-10.5145,123.7117,4.6,10.50,75,"Timor region, Indonesia"
ci,11275386,1,"Saturday, March 30, 2013 04:59:42 UTC",36.1023,-117.6702,1.7,2.80,28,"Central California"
nc,71965245,2,"Saturday, March 30, 2013 04:47:18 UTC",40.9135,-121.1658,1.5,9.30,18,"Northern California"
ak,10684108,2,"Saturday, March 30, 2013 04:21:05 UTC",63.0452,-149.3633,2.4,82.20,65,"Central Alaska"
nc,71963000,2,"Saturday, March 30, 2013 04:19:29 UTC",37.4722,-122.2823,1.4,4.40,40,"San Francisco Bay area, California"
ak,10686876,2,"Saturday, March 30, 2013 04:02:27 UTC",51.2291,-178.3973,2.0,18.30,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10684107,2,"Saturday, March 30, 2013 03:58:38 UTC",61.6947,-150.2771,1.5,48.20,20,"Southern Alaska"
nc,71962980,2,"Saturday, March 30, 2013 03:50:17 UTC",37.5903,-118.7978,1.1,9.60,32,"Central California"
nc,71962970,1,"Saturday, March 30, 2013 03:49:13 UTC",38.7940,-122.7585,1.8,1.60,32,"Northern California"
nc,71962950,3,"Saturday, March 30, 2013 03:28:33 UTC",37.5907,-118.7987,1.5,9.30,40,"Central California"
nc,71962945,8,"Saturday, March 30, 2013 03:19:30 UTC",37.5922,-118.7972,3.4,9.20,52,"Central California"
ak,10686874,2,"Saturday, March 30, 2013 03:15:00 UTC",63.3038,-149.3651,1.0,87.00,12,"Central Alaska"
ak,10686873,2,"Saturday, March 30, 2013 03:04:10 UTC",62.7865,-149.3776,1.0,61.40,11,"Central Alaska"
ak,10686872,2,"Saturday, March 30, 2013 02:49:33 UTC",58.7602,-137.6408,1.8,5.80,12,"Southeastern Alaska"
uw,60513117,3,"Saturday, March 30, 2013 02:44:13 UTC",42.0090,-122.1392,1.4,17.70,12,"Northern California"
nc,71962930,2,"Saturday, March 30, 2013 02:40:39 UTC",37.5927,-118.7977,1.3,9.20,36,"Central California"
nc,71962920,1,"Saturday, March 30, 2013 02:08:25 UTC",38.7885,-122.7637,1.6,2.20,26,"Northern California"
ak,10684081,2,"Saturday, March 30, 2013 01:51:29 UTC",62.9296,-149.3407,1.2,12.30,18,"Central Alaska"
us,b000fwb9,A,"Saturday, March 30, 2013 01:50:49 UTC",9.9545,126.2315,5.6,90.40,195,"Mindanao, Philippines"
ak,10684082,3,"Saturday, March 30, 2013 01:50:27 UTC",53.1923,-164.6360,2.3,64.10,11,"Unimak Island region, Alaska"
ci,11275330,1,"Saturday, March 30, 2013 01:44:49 UTC",33.0145,-116.3427,1.9,11.50,58,"Southern California"
ak,10684072,2,"Saturday, March 30, 2013 01:36:24 UTC",61.3253,-151.2568,2.0,67.10,31,"Southern Alaska"
nc,71962900,2,"Saturday, March 30, 2013 00:58:23 UTC",36.1898,-120.7585,1.6,7.70,39,"Central California"
nn,00407886,1,"Saturday, March 30, 2013 00:55:12 UTC",38.0118,-119.0347,1.0,26.00, 5,"Central California"
us,b000fwam,6,"Saturday, March 30, 2013 00:50:18 UTC",-23.8644,179.8302,4.8,544.10,51,"south of the Fiji Islands"
us,b000fwai,4,"Saturday, March 30, 2013 00:40:32 UTC",-35.8709,-100.2784,4.5,10.00,19,"southeast of Easter Island"
us,b000fwaf,5,"Saturday, March 30, 2013 00:34:43 UTC",-35.8058,-99.6783,4.3,10.00,17,"southeast of Easter Island"
ak,10683886,2,"Saturday, March 30, 2013 00:20:18 UTC",53.3269,-164.4171,3.5,38.30,23,"Unimak Island region, Alaska"
ak,10683888,2,"Saturday, March 30, 2013 00:18:52 UTC",60.3408,-152.3489,2.1,89.00,23,"Southern Alaska"
nc,71962885,2,"Saturday, March 30, 2013 00:11:37 UTC",39.1333,-123.1220,1.7,7.90,31,"Northern California"
nc,71962880,0,"Saturday, March 30, 2013 00:06:48 UTC",38.8383,-122.7842,1.2,1.80,14,"Northern California"
ci,11275298,1,"Friday, March 29, 2013 23:53:06 UTC",32.6495,-115.9310,1.5,8.50,21,"Southern California"
ak,10683862,2,"Friday, March 29, 2013 23:45:04 UTC",61.3449,-146.7683,1.9,11.20,31,"Southern Alaska"
ak,10683860,3,"Friday, March 29, 2013 23:40:27 UTC",52.4931,-179.6682,2.4,13.90,18,"Andreanof Islands, Aleutian Islands, Alaska"
