Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10687182,1,"Thursday, April  4, 2013 14:32:31 UTC",64.7504,-150.8925,1.6,6.30,11,"Central Alaska"
pr,13094002,0,"Thursday, April  4, 2013 14:31:27 UTC",18.2996,-64.5955,2.3,91.00, 4,"Virgin Islands region"
ak,10687170,1,"Thursday, April  4, 2013 14:19:40 UTC",61.5400,-146.6196,2.2,22.80,27,"Southern Alaska"
nn,00408351,1,"Thursday, April  4, 2013 14:18:28 UTC",38.0358,-118.0415,1.5,5.10,15,"Nevada"
us,b000fzlr,8,"Thursday, April  4, 2013 14:10:15 UTC",-5.5612,147.2057,5.5,180.80,34,"eastern New Guinea region, Papua New Guinea"
ak,10687164,1,"Thursday, April  4, 2013 13:44:11 UTC",60.5093,-142.9232,1.8,3.70,14,"Southern Alaska"
ak,10687162,1,"Thursday, April  4, 2013 13:37:01 UTC",58.4778,-151.1416,2.9,36.90,14,"Kodiak Island region, Alaska"
nc,71966240,2,"Thursday, April  4, 2013 13:26:06 UTC",39.6955,-122.8465,1.6,0.10,18,"Northern California"
nc,71966230,1,"Thursday, April  4, 2013 13:04:33 UTC",38.8142,-122.8172,1.7,3.00,26,"Northern California"
ak,10687156,1,"Thursday, April  4, 2013 12:56:07 UTC",63.4355,-146.2154,1.3,0.10, 8,"Central Alaska"
ak,10687153,1,"Thursday, April  4, 2013 12:33:20 UTC",61.3766,-147.5304,1.5,16.60, 5,"Southern Alaska"
nc,71966215,2,"Thursday, April  4, 2013 12:31:39 UTC",39.8855,-122.6940,1.9,9.20,18,"Northern California"
pr,13094001,0,"Thursday, April  4, 2013 11:48:07 UTC",18.3022,-67.2841,2.0,33.00, 4,"Mona Passage, Puerto Rico"
us,b000fzkf,4,"Thursday, April  4, 2013 11:41:08 UTC",-34.6729,-71.6819,4.7,48.30,24,"Libertador General Bernardo O'Higgins, Chile"
nc,71966205,3,"Thursday, April  4, 2013 11:38:17 UTC",38.7933,-122.8027,1.9,3.60,63,"Northern California"
ak,10687136,2,"Thursday, April  4, 2013 11:07:06 UTC",55.4061,-162.3107,2.8,167.40,15,"Alaska Peninsula"
nc,71966185,1,"Thursday, April  4, 2013 10:28:28 UTC",38.7878,-122.7633,2.0,2.00,34,"Northern California"
ak,10687130,1,"Thursday, April  4, 2013 10:19:30 UTC",62.1718,-145.3095,1.2,33.30, 5,"Central Alaska"
ci,11278794,1,"Thursday, April  4, 2013 10:16:38 UTC",34.0308,-117.1872,1.1,12.50,44,"Greater Los Angeles area, California"
ci,11278786,2,"Thursday, April  4, 2013 10:13:02 UTC",32.2465,-115.3367,1.8,9.90,11,"Baja California, Mexico"
se,040413b,A,"Thursday, April  4, 2013 10:08:56 UTC",35.2929,-84.2918,2.0,13.00,11,"eastern Tennessee"
uw,60514587,1,"Thursday, April  4, 2013 10:08:37 UTC",47.6607,-120.2193,1.1,0.70,13,"Washington"
ci,11278778,1,"Thursday, April  4, 2013 09:43:23 UTC",36.0448,-117.8648,1.2,1.90,14,"Central California"
nc,71966170,2,"Thursday, April  4, 2013 09:35:57 UTC",39.5553,-122.0015,1.7,14.00,17,"Northern California"
ak,10687117,1,"Thursday, April  4, 2013 09:34:15 UTC",63.5618,-147.7065,2.8,5.10,43,"Central Alaska"
nc,71966165,2,"Thursday, April  4, 2013 09:24:18 UTC",36.0075,-120.9647,1.1,6.50,19,"Central California"
pr,13094000,0,"Thursday, April  4, 2013 09:14:03 UTC",18.0830,-64.3998,3.2,94.00, 4,"Virgin Islands region"
ci,11278762,1,"Thursday, April  4, 2013 09:12:50 UTC",33.8067,-116.1008,1.0,2.40,35,"Southern California"
ak,10687110,1,"Thursday, April  4, 2013 09:01:28 UTC",61.5793,-149.8286,1.2,27.70, 5,"Southern Alaska"
ci,11278738,1,"Thursday, April  4, 2013 08:57:18 UTC",33.8070,-116.0925,1.0,2.00,37,"Southern California"
nc,71966160,2,"Thursday, April  4, 2013 08:55:42 UTC",35.9652,-121.0340,1.3,9.90,27,"Central California"
nm,040413a,A,"Thursday, April  4, 2013 08:51:59 UTC",35.5494,-92.5470,2.2,0.10,14,"Arkansas"
ak,10687104,1,"Thursday, April  4, 2013 08:48:07 UTC",61.5243,-146.7170,1.6,23.30,16,"Southern Alaska"
us,b000fzjc,6,"Thursday, April  4, 2013 08:34:33 UTC",36.6532,69.6489,4.1,213.30,11,"Hindu Kush region, Afghanistan"
ci,11278722,2,"Thursday, April  4, 2013 08:08:36 UTC",36.1287,-117.5757,1.0,7.00,11,"Central California"
ak,10687099,1,"Thursday, April  4, 2013 07:56:15 UTC",61.5279,-150.9391,1.7,0.00,11,"Southern Alaska"
us,b000fzis,8,"Thursday, April  4, 2013 07:35:29 UTC",-24.1569,179.1898,4.4,547.50,50,"south of the Fiji Islands"
ak,10687092,1,"Thursday, April  4, 2013 07:27:11 UTC",63.2980,-151.8089,1.0,3.00, 9,"Central Alaska"
nc,71966115,2,"Thursday, April  4, 2013 06:52:22 UTC",39.5522,-122.0040,1.1,12.20,10,"Northern California"
us,b000fzik,D,"Thursday, April  4, 2013 06:31:32 UTC",36.4265,71.0929,5.4,240.70,335,"Hindu Kush region, Afghanistan"
ak,10687071,1,"Thursday, April  4, 2013 05:54:05 UTC",61.8341,-150.0227,1.5,34.90,12,"Southern Alaska"
ci,11278682,1,"Thursday, April  4, 2013 05:29:36 UTC",33.4835,-116.4380,1.4,9.10,60,"Southern California"
us,b000fzif,5,"Thursday, April  4, 2013 05:29:08 UTC",-4.2256,102.4895,5.0,63.00,87,"southern Sumatra, Indonesia"
ci,11278674,1,"Thursday, April  4, 2013 05:29:06 UTC",33.4888,-116.4343,1.3,9.60,46,"Southern California"
ak,10687059,1,"Thursday, April  4, 2013 04:56:56 UTC",61.0477,-150.0652,1.2,42.70, 5,"Southern Alaska"
us,b000fzi6,A,"Thursday, April  4, 2013 04:42:41 UTC",35.8707,140.7305,5.0,34.60,64,"near the east coast of Honshu, Japan"
ak,10687046,1,"Thursday, April  4, 2013 04:29:39 UTC",63.3447,-151.3331,1.3,1.10, 8,"Central Alaska"
ak,10687044,1,"Thursday, April  4, 2013 04:24:59 UTC",62.1894,-145.7124,1.3,20.40, 7,"Central Alaska"
uw,60514557,4,"Thursday, April  4, 2013 04:22:45 UTC",47.8815,-121.6535,1.8,8.00,28,"Washington"
nc,71965925,0,"Thursday, April  4, 2013 03:51:06 UTC",38.7875,-122.7433,1.4,1.80,22,"Northern California"
ak,10687039,1,"Thursday, April  4, 2013 03:24:57 UTC",61.7032,-148.0297,1.5,31.70,13,"Southern Alaska"
ak,10686953,1,"Thursday, April  4, 2013 03:13:25 UTC",59.3468,-153.1982,2.5,100.00,23,"Southern Alaska"
ak,10686950,1,"Thursday, April  4, 2013 02:58:34 UTC",60.4999,-152.2950,2.1,79.60,15,"Southern Alaska"
ak,10686864,1,"Thursday, April  4, 2013 02:44:13 UTC",60.5353,-142.2811,1.8,3.30,11,"Southern Alaska"
us,b000fzgv,9,"Thursday, April  4, 2013 02:27:06 UTC",15.8339,121.7309,5.3,38.10,58,"Luzon, Philippines"
us,b000fzgu,9,"Thursday, April  4, 2013 02:20:34 UTC",-23.8603,-66.6743,4.7,187.20,45,"Jujuy, Argentina"
ci,11278650,1,"Thursday, April  4, 2013 02:17:04 UTC",35.8860,-118.3510,1.0,5.20,13,"Central California"
ci,11278642,1,"Thursday, April  4, 2013 02:16:44 UTC",34.0282,-117.2140,1.4,12.70,66,"Greater Los Angeles area, California"
ak,10686851,1,"Thursday, April  4, 2013 02:14:20 UTC",61.6837,-150.7487,1.4,26.90, 7,"Southern Alaska"
uu,60017972,4,"Thursday, April  4, 2013 01:47:47 UTC",40.9282,-111.2565,1.1,12.50,20,"Utah"
ci,11278626,0,"Thursday, April  4, 2013 01:45:00 UTC",33.7447,-117.1487,1.5,36.00,21,"Southern California"
nc,71965845,0,"Thursday, April  4, 2013 01:38:00 UTC",38.8417,-122.8297,1.1,2.60,20,"Northern California"
ak,10686746,1,"Thursday, April  4, 2013 01:20:45 UTC",61.4218,-150.6561,2.6,54.90,43,"Southern Alaska"
ci,11278618,1,"Thursday, April  4, 2013 01:19:31 UTC",35.8878,-118.3542,1.2,5.20,18,"Central California"
uw,60514497,3,"Thursday, April  4, 2013 01:10:48 UTC",47.8805,-121.6520,1.7,8.00,30,"Washington"
ci,11278578,1,"Thursday, April  4, 2013 01:03:25 UTC",33.4805,-116.4158,1.3,13.10,40,"Southern California"
ak,10686664,1,"Thursday, April  4, 2013 01:01:38 UTC",62.3931,-151.4019,1.5,40.00,10,"Central Alaska"
ak,10686663,1,"Thursday, April  4, 2013 00:59:05 UTC",60.2262,-140.9418,1.2,12.80, 5,"Southern Yukon Territory, Canada"
uu,60017967,2,"Thursday, April  4, 2013 00:38:41 UTC",38.1095,-113.2102,1.5,5.40,13,"Utah"
nc,71965825,3,"Thursday, April  4, 2013 00:36:32 UTC",37.9185,-121.8083,1.6,11.00,26,"San Francisco Bay area, California"
us,b000fzfy,6,"Thursday, April  4, 2013 00:32:35 UTC",34.9734,-95.9782,2.9,4.10,19,"Oklahoma"
ci,11278562,1,"Thursday, April  4, 2013 00:19:54 UTC",33.8000,-116.0895,1.4,3.90,30,"Southern California"
nc,71965805,1,"Thursday, April  4, 2013 00:16:53 UTC",38.8043,-122.7910,1.4,1.20,26,"Northern California"
ci,11278554,1,"Thursday, April  4, 2013 00:16:45 UTC",33.8057,-116.0952,1.5,2.30,38,"Southern California"
ci,11278546,1,"Thursday, April  4, 2013 00:13:22 UTC",33.8028,-116.0933,2.0,3.10,60,"Southern California"
uw,60514477,2,"Thursday, April  4, 2013 00:00:35 UTC",42.4470,-123.1270,1.0,0.00,11,"Oregon"
ak,10688021,2,"Wednesday, April  3, 2013 23:58:23 UTC",62.1238,-151.4224,1.2,83.80,16,"Central Alaska"
ci,11278522,1,"Wednesday, April  3, 2013 23:32:39 UTC",33.8005,-116.0918,1.3,1.40,34,"Southern California"
ak,10686606,2,"Wednesday, April  3, 2013 23:16:42 UTC",64.9953,-147.3447,1.3,0.00,15,"Central Alaska"
ak,10686602,2,"Wednesday, April  3, 2013 23:06:17 UTC",59.9072,-151.4589,1.6,71.00,20,"Kenai Peninsula, Alaska"
us,b000fzej,5,"Wednesday, April  3, 2013 23:00:23 UTC",19.3203,95.7746,4.7,11.10,34,"Myanmar"
ci,11278474,1,"Wednesday, April  3, 2013 22:55:31 UTC",33.7998,-116.0967,1.6,2.20,41,"Southern California"
us,b000fze9,5,"Wednesday, April  3, 2013 22:48:29 UTC",6.8450,134.4486,4.6,15.10,20,"Palau region"
ak,10686589,2,"Wednesday, April  3, 2013 22:21:12 UTC",60.8892,-149.3992,1.2,23.70,15,"Kenai Peninsula, Alaska"
nc,71965750,3,"Wednesday, April  3, 2013 22:10:15 UTC",37.1948,-121.4780,1.9,5.30,68,"Northern California"
ak,10688013,2,"Wednesday, April  3, 2013 22:06:02 UTC",62.2363,-150.0076,1.0,16.40,19,"Central Alaska"
pr,13093005,0,"Wednesday, April  3, 2013 21:29:16 UTC",18.9197,-66.7660,2.4,14.00, 3,"Puerto Rico region"
ak,10688010,2,"Wednesday, April  3, 2013 21:19:23 UTC",51.8800,-172.8757,1.7,39.00, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10686558,2,"Wednesday, April  3, 2013 21:18:40 UTC",62.2866,-150.9488,1.3,71.80,20,"Central Alaska"
ak,10686554,2,"Wednesday, April  3, 2013 21:12:25 UTC",62.0801,-145.1882,1.1,21.90,10,"Central Alaska"
ak,10688007,2,"Wednesday, April  3, 2013 21:12:08 UTC",62.9471,-152.8078,1.0,9.80, 8,"Central Alaska"
us,b000fzb5,5,"Wednesday, April  3, 2013 21:09:28 UTC",-18.3563,-69.3780,4.6,104.50,18,"Tarapaca, Chile"
ci,11278442,2,"Wednesday, April  3, 2013 20:56:27 UTC",32.1937,-115.2498,2.2,13.00,10,"Baja California, Mexico"
nc,71965720,0,"Wednesday, April  3, 2013 20:56:02 UTC",38.7995,-122.8065,1.1,1.80,18,"Northern California"
nc,71965710,2,"Wednesday, April  3, 2013 20:52:13 UTC",39.5397,-123.5898,1.8,6.50,12,"Northern California"
ak,10686541,2,"Wednesday, April  3, 2013 20:39:58 UTC",63.4517,-147.0981,1.1,4.40,23,"Central Alaska"
uw,60514417,1,"Wednesday, April  3, 2013 20:35:38 UTC",45.8042,-122.5007,1.4,0.00,14,"Washington"
ci,11278410,1,"Wednesday, April  3, 2013 20:27:43 UTC",35.5922,-118.3547,1.3,0.60,20,"Central California"
nc,71965680,2,"Wednesday, April  3, 2013 19:49:18 UTC",40.5740,-123.7002,1.7,27.90,23,"Northern California"
ak,10688001,2,"Wednesday, April  3, 2013 19:48:04 UTC",53.4794,-165.2910,2.1,25.60,16,"Fox Islands, Aleutian Islands, Alaska"
hv,60485551,7,"Wednesday, April  3, 2013 19:28:11 UTC",19.4048,-155.4090,3.2,11.80,72,"Island of Hawaii, Hawaii"
ci,11278378,2,"Wednesday, April  3, 2013 19:22:36 UTC",33.6760,-117.2213,1.3,0.00, 8,"Southern California"
ak,10686504,2,"Wednesday, April  3, 2013 19:15:24 UTC",63.4763,-147.5732,1.0,1.60,20,"Central Alaska"
ak,10687998,2,"Wednesday, April  3, 2013 18:53:22 UTC",59.9268,-153.5677,2.1,148.90,28,"Southern Alaska"
us,b000fz4w,9,"Wednesday, April  3, 2013 18:41:30 UTC",36.7472,143.9824,5.0,35.20,91,"off the east coast of Honshu, Japan"
ci,11278338,1,"Wednesday, April  3, 2013 18:34:52 UTC",33.5280,-116.4422,1.2,13.70,44,"Southern California"
ak,10687996,2,"Wednesday, April  3, 2013 18:33:39 UTC",51.6306,-178.4021,1.6,4.80,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10687995,2,"Wednesday, April  3, 2013 18:32:32 UTC",51.6261,-178.3807,1.7,11.60, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11278330,2,"Wednesday, April  3, 2013 18:28:33 UTC",34.0033,-119.1858,1.9,5.40, 8,"Channel Islands region, California"
ak,10687993,2,"Wednesday, April  3, 2013 18:18:42 UTC",51.4933,-178.1028,1.4,8.50,11,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11278322,2,"Wednesday, April  3, 2013 18:18:31 UTC",34.0967,-117.2900,1.3,15.80,42,"Greater Los Angeles area, California"
ci,11278306,1,"Wednesday, April  3, 2013 18:17:02 UTC",33.7985,-116.0950,1.8,2.60,62,"Southern California"
ci,11278290,2,"Wednesday, April  3, 2013 18:06:40 UTC",34.2135,-117.5693,1.1,7.70,36,"Greater Los Angeles area, California"
ak,10686473,2,"Wednesday, April  3, 2013 18:06:39 UTC",61.4885,-141.0783,1.0,0.00,11,"Southern Alaska"
ak,10686466,2,"Wednesday, April  3, 2013 18:00:58 UTC",59.1754,-153.6966,2.1,101.80,31,"Southern Alaska"
ak,10687990,2,"Wednesday, April  3, 2013 17:51:28 UTC",61.3113,-152.2925,1.4,4.50,23,"Southern Alaska"
pr,13093002,0,"Wednesday, April  3, 2013 17:46:49 UTC",19.0590,-66.1211,3.1,31.00,16,"Puerto Rico region"
ci,11278274,2,"Wednesday, April  3, 2013 17:37:55 UTC",33.8355,-117.4960,1.3,0.00,26,"Greater Los Angeles area, California"
ci,11278218,2,"Wednesday, April  3, 2013 17:31:44 UTC",33.1965,-115.6485,1.2,3.90,11,"Southern California"
ci,11278194,2,"Wednesday, April  3, 2013 17:10:47 UTC",33.5012,-116.4720,1.6,10.40,50,"Southern California"
uw,60514292,1,"Wednesday, April  3, 2013 17:10:27 UTC",49.4273,-120.5063,2.2,0.00,10,"British Columbia, Canada"
ak,10686437,2,"Wednesday, April  3, 2013 17:00:21 UTC",63.0319,-150.6499,1.3,115.30,26,"Central Alaska"
us,2013nna3,5,"Wednesday, April  3, 2013 16:58:13 UTC",36.7679,136.8322,4.6,12.20,33,"near the west coast of Honshu, Japan"
ak,10686433,2,"Wednesday, April  3, 2013 16:55:02 UTC",60.1403,-141.4157,1.4,0.00,12,"Southern Alaska"
us,b000fz1t,C,"Wednesday, April  3, 2013 16:35:45 UTC",19.2361,95.6597,5.4,11.30,352,"Myanmar"
us,2013nnaz,5,"Wednesday, April  3, 2013 16:27:27 UTC",8.7809,126.2817,4.8,74.00,99,"Mindanao, Philippines"
ci,11278154,0,"Wednesday, April  3, 2013 16:19:34 UTC",34.3453,-116.8637,1.4,0.10,18,"Southern California"
ak,10687986,2,"Wednesday, April  3, 2013 16:18:33 UTC",58.3402,-156.0484,2.2,9.80,11,"Alaska Peninsula"
ak,10686402,2,"Wednesday, April  3, 2013 16:14:09 UTC",63.3786,-151.2712,1.7,6.60,32,"Central Alaska"
nc,71965600,3,"Wednesday, April  3, 2013 16:05:21 UTC",36.9697,-121.4155,1.6,8.20,49,"Northern California"
uu,60017887,3,"Wednesday, April  3, 2013 15:37:18 UTC",44.2312,-110.7445,1.1,3.90, 7,"Yellowstone National Park, Wyoming"
ak,10686209,2,"Wednesday, April  3, 2013 15:32:43 UTC",60.0729,-141.5436,2.4,9.10,43,"Southern Alaska"
us,2013nnax,5,"Wednesday, April  3, 2013 15:30:51 UTC",-23.6560,-68.3158,4.7,104.60,166,"Antofagasta, Chile"
nc,71965590,2,"Wednesday, April  3, 2013 15:21:14 UTC",39.7445,-123.9838,2.1,0.00,28,"offshore Northern California"
pr,13093004,0,"Wednesday, April  3, 2013 15:17:42 UTC",19.4850,-64.7820,2.7,56.00, 4,"Virgin Islands region"
pr,13093003,0,"Wednesday, April  3, 2013 15:13:12 UTC",18.9365,-65.0104,2.5,45.00, 4,"Virgin Islands region"
nc,71965585,2,"Wednesday, April  3, 2013 15:05:18 UTC",37.9887,-118.6870,1.8,11.80,38,"Central California"
ci,11278106,4,"Wednesday, April  3, 2013 14:55:23 UTC",34.1158,-117.4772,1.9,12.80,71,"Greater Los Angeles area, California"
pr,13093001,0,"Wednesday, April  3, 2013 14:51:32 UTC",18.8237,-64.1070,3.0,107.00, 3,"Virgin Islands region"
ak,10686199,2,"Wednesday, April  3, 2013 14:47:04 UTC",62.0089,-152.0736,1.4,104.30,28,"Central Alaska"
ci,11278098,4,"Wednesday, April  3, 2013 14:46:34 UTC",33.9557,-116.7380,1.0,20.00,19,"Southern California"
ci,11278090,4,"Wednesday, April  3, 2013 14:37:11 UTC",33.1670,-116.4375,1.4,12.20,49,"Southern California"
ak,10686197,3,"Wednesday, April  3, 2013 14:36:44 UTC",51.5187,-176.9040,2.0,38.90,21,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10686190,2,"Wednesday, April  3, 2013 14:13:44 UTC",63.4520,-147.1089,1.5,0.80,38,"Central Alaska"
ak,10686188,3,"Wednesday, April  3, 2013 14:05:03 UTC",53.2517,-168.7404,2.6,109.30,16,"Fox Islands, Aleutian Islands, Alaska"
ci,11278050,2,"Wednesday, April  3, 2013 13:45:47 UTC",33.1807,-115.6213,1.3,3.80,11,"Southern California"
ak,10687974,2,"Wednesday, April  3, 2013 13:42:18 UTC",66.7530,-163.2864,2.4,20.00, 6,"northern Alaska"
nc,71965570,1,"Wednesday, April  3, 2013 13:37:47 UTC",38.8120,-122.8150,1.4,2.80,28,"Northern California"
ak,10686177,2,"Wednesday, April  3, 2013 13:33:31 UTC",53.3331,-166.4080,2.3,33.30,21,"Fox Islands, Aleutian Islands, Alaska"
nm,040313e,A,"Wednesday, April  3, 2013 13:32:01 UTC",35.5415,-92.5618,1.8,0.10, 8,"Arkansas"
ci,11278026,3,"Wednesday, April  3, 2013 13:31:55 UTC",33.8050,-116.0908,2.5,4.00,68,"Southern California"
us,2013nnar,8,"Wednesday, April  3, 2013 13:28:42 UTC",34.9036,23.4228,4.5,57.70,54,"Crete, Greece"
nn,00408260,1,"Wednesday, April  3, 2013 13:27:23 UTC",38.0359,-118.0511,1.1,8.10, 8,"Nevada"
us,2013nnaq,7,"Wednesday, April  3, 2013 13:26:17 UTC",34.7891,23.3835,4.2,46.30,35,"Crete, Greece"
nc,71965555,2,"Wednesday, April  3, 2013 13:10:40 UTC",40.3373,-123.6705,1.6,28.00,19,"Northern California"
ci,11277954,2,"Wednesday, April  3, 2013 13:04:03 UTC",35.5642,-116.9428,1.5,0.50,21,"Southern California"
ak,10686161,2,"Wednesday, April  3, 2013 13:03:17 UTC",61.7469,-147.4308,2.1,25.70,56,"Southern Alaska"
ci,11277938,3,"Wednesday, April  3, 2013 12:49:05 UTC",33.8053,-116.0913,1.7,4.20,59,"Southern California"
ak,10686151,2,"Wednesday, April  3, 2013 12:42:31 UTC",62.1012,-145.2111,2.0,17.40,33,"Central Alaska"
ci,11277930,2,"Wednesday, April  3, 2013 12:40:17 UTC",33.3107,-116.3270,1.6,14.30,56,"Southern California"
nc,71965540,3,"Wednesday, April  3, 2013 12:39:07 UTC",39.5772,-123.3848,1.6,9.30,18,"Northern California"
us,b000fywv,9,"Wednesday, April  3, 2013 12:14:45 UTC",-2.4628,138.7419,5.2,35.60,65,"Papua, Indonesia"
hv,60485481,1,"Wednesday, April  3, 2013 12:10:36 UTC",19.3242,-155.1735,1.8,6.90,40,"Island of Hawaii, Hawaii"
ak,10686140,2,"Wednesday, April  3, 2013 12:04:40 UTC",60.5156,-147.3613,1.2,7.10,18,"Southern Alaska"
ci,11277914,2,"Wednesday, April  3, 2013 11:58:05 UTC",33.9870,-116.7562,1.0,20.70,34,"Southern California"
ak,10687965,2,"Wednesday, April  3, 2013 11:40:54 UTC",60.8152,-152.3763,1.5,114.50,13,"Southern Alaska"
uw,60514212,1,"Wednesday, April  3, 2013 11:29:43 UTC",47.4403,-122.9590,1.1,45.00,11,"Puget Sound region, Washington"
nm,040313b,C,"Wednesday, April  3, 2013 11:16:04 UTC",35.5501,-92.5638,2.8,0.30,13,"Arkansas"
ci,11277906,2,"Wednesday, April  3, 2013 11:06:00 UTC",33.8460,-117.8255,1.4,8.60,31,"Greater Los Angeles area, California"
nc,71965520,0,"Wednesday, April  3, 2013 11:05:20 UTC",37.5550,-122.5085,1.1,5.80,10,"San Francisco Bay area, California"
nm,040413c,A,"Wednesday, April  3, 2013 10:58:32 UTC",35.5460,-92.5417,2.1,0.10, 9,"Arkansas"
uw,60514197,1,"Wednesday, April  3, 2013 10:50:25 UTC",47.5757,-122.4497,1.2,21.00, 7,"Seattle-Tacoma urban area, Washington"
ci,11277898,2,"Wednesday, April  3, 2013 10:46:48 UTC",33.1875,-115.6147,1.1,2.00,14,"Southern California"
ak,10686127,2,"Wednesday, April  3, 2013 10:43:19 UTC",63.3734,-151.3717,1.1,11.70,17,"Central Alaska"
ak,10686125,2,"Wednesday, April  3, 2013 10:41:26 UTC",63.3688,-151.3317,1.2,6.50,16,"Central Alaska"
ak,10686122,2,"Wednesday, April  3, 2013 10:40:07 UTC",63.3957,-151.3281,1.4,9.30,20,"Central Alaska"
ak,10686116,2,"Wednesday, April  3, 2013 10:24:21 UTC",63.3743,-151.3304,1.0,2.60,16,"Central Alaska"
ci,11277882,2,"Wednesday, April  3, 2013 10:10:41 UTC",35.3523,-118.5675,1.5,6.20,35,"Central California"
ci,11277866,2,"Wednesday, April  3, 2013 09:48:40 UTC",33.8053,-116.0878,1.1,4.10,41,"Southern California"
ak,10687958,2,"Wednesday, April  3, 2013 09:31:59 UTC",59.6832,-137.3537,1.2,3.70,10,"British Columbia, Canada"
ak,10687957,2,"Wednesday, April  3, 2013 09:30:03 UTC",60.1586,-152.8694,1.5,107.20,15,"Southern Alaska"
mb,28767,1,"Wednesday, April  3, 2013 09:27:18 UTC",45.2941,-113.0008,1.5,0.00,20,"western Montana"
ci,11277834,2,"Wednesday, April  3, 2013 09:25:27 UTC",33.8067,-116.0928,2.3,3.60,70,"Southern California"
ci,11277826,2,"Wednesday, April  3, 2013 09:24:00 UTC",33.8027,-116.0915,2.1,4.20,69,"Southern California"
ak,10686105,2,"Wednesday, April  3, 2013 09:01:44 UTC",60.3342,-141.3517,1.4,10.90,20,"Southern Alaska"
ak,10686099,2,"Wednesday, April  3, 2013 08:40:30 UTC",62.8090,-149.0148,1.6,60.70,43,"Central Alaska"
us,b000fyuj,6,"Wednesday, April  3, 2013 08:26:38 UTC",52.0010,-173.6099,4.0,22.80,49,"Andreanof Islands, Aleutian Islands, Alaska"
uw,60514187,1,"Wednesday, April  3, 2013 08:25:57 UTC",42.6077,-122.4112,1.9,1.30,24,"Oregon"
uu,60017862,2,"Wednesday, April  3, 2013 08:21:53 UTC",39.9650,-111.6572,1.0,1.30, 8,"Utah"
ak,10687951,2,"Wednesday, April  3, 2013 08:18:36 UTC",67.5505,-166.6859,3.0,25.10,11,"Bering Strait"
ci,11277810,1,"Wednesday, April  3, 2013 08:07:48 UTC",32.2485,-115.3422,2.3,8.40,12,"Baja California, Mexico"
us,b000fyue,4,"Wednesday, April  3, 2013 08:06:02 UTC",12.2085,-88.0383,4.1,38.20,23,"near the coast of Nicaragua"
ak,10687950,2,"Wednesday, April  3, 2013 08:01:37 UTC",60.9861,-151.0676,1.3,68.00,16,"Kenai Peninsula, Alaska"
ak,10686088,2,"Wednesday, April  3, 2013 07:59:54 UTC",63.2799,-151.1183,1.2,7.40,20,"Central Alaska"
ak,10686084,2,"Wednesday, April  3, 2013 07:52:59 UTC",63.2715,-151.0817,1.4,2.60,26,"Central Alaska"
pr,13093000,0,"Wednesday, April  3, 2013 07:41:32 UTC",18.5704,-66.7108,3.2,88.00,28,"Puerto Rico region"
hv,60485446,5,"Wednesday, April  3, 2013 07:34:09 UTC",19.5430,-155.9875,2.1,13.60,26,"Island of Hawaii, Hawaii"
us,b000fyu0,7,"Wednesday, April  3, 2013 07:29:23 UTC",52.0564,-170.4305,4.1,37.50,88,"Fox Islands, Aleutian Islands, Alaska"
ak,10686075,2,"Wednesday, April  3, 2013 07:26:16 UTC",59.9932,-152.2395,1.7,88.40,32,"Southern Alaska"
ak,10686064,2,"Wednesday, April  3, 2013 07:02:11 UTC",63.5135,-145.1856,1.5,1.70,22,"Central Alaska"
ak,10687943,2,"Wednesday, April  3, 2013 06:58:17 UTC",62.9646,-150.9190,1.2,118.10,18,"Central Alaska"
us,b000fytp,6,"Wednesday, April  3, 2013 06:49:50 UTC",14.6045,-93.9377,4.1,41.40,36,"off the coast of Chiapas, Mexico"
ak,10686058,2,"Wednesday, April  3, 2013 06:39:57 UTC",61.0940,-149.2625,1.0,29.00,16,"Southern Alaska"
ak,10686053,2,"Wednesday, April  3, 2013 06:36:58 UTC",59.8185,-153.0831,2.8,103.10,61,"Southern Alaska"
nc,71965470,0,"Wednesday, April  3, 2013 06:36:52 UTC",38.8208,-122.7645,1.1,2.60,18,"Northern California"
ak,10687940,2,"Wednesday, April  3, 2013 06:19:38 UTC",58.8555,-142.8205,1.8,10.00,21,"Gulf of Alaska"
us,b000fyte,5,"Wednesday, April  3, 2013 06:15:28 UTC",-20.0259,-68.7372,4.2,113.80,23,"Tarapaca, Chile"
ak,10686049,2,"Wednesday, April  3, 2013 06:07:24 UTC",60.7373,-150.6866,1.1,9.70,19,"Kenai Peninsula, Alaska"
ak,10687938,2,"Wednesday, April  3, 2013 05:56:24 UTC",59.8338,-152.9614,1.5,98.50,22,"Southern Alaska"
us,b000fyt7,6,"Wednesday, April  3, 2013 05:29:36 UTC",0.7318,-27.1354,4.9,10.10,62,"central Mid-Atlantic Ridge"
ak,10686040,3,"Wednesday, April  3, 2013 04:58:08 UTC",51.6715,-176.4646,3.0,46.80,26,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10687933,2,"Wednesday, April  3, 2013 04:36:36 UTC",60.7142,-137.8993,1.2,2.40,11,"Southern Yukon Territory, Canada"
